FeedbackID,UserID,FeatureID,Category,SentimentScore,Comment,Timestamp
FB3009757,U103254,F1212,Confusing,4,Very interactive — I was surprised!,2024-01-26 15:09:30
FB3009758,U109416,F1036,Suggestion,3,"Really like the design, clean and focused.",2024-07-28 20:41:43
FB3009759,U100123,F1236,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-01-08 13:27:34
FB3009760,U107090,F1192,Positive,4,Helped me focus on small goals each day.,2024-02-23 13:52:40
FB3009761,U102298,F1290,Positive,4,Very interactive — I was surprised!,2024-11-08 08:55:56
FB3009762,U101085,F1095,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-01-12 15:04:02
FB3009763,U100579,F1179,Confusing,5,Love the dark mode — saved my eyes!,2024-12-18 13:36:45
FB3009764,U103146,F1291,Suggestion,1,Didn’t understand what I was supposed to do.,2024-02-22 06:04:49
FB3009765,U102933,F1104,Positive,3,"Really like the design, clean and focused.",2024-10-03 15:52:54
FB3009766,U109000,F1177,Confusing,2,Could use better instructions or tooltips.,2024-06-25 02:24:13
FB3009767,U107391,F1283,UI/UX,2,Took a while to load but useful once it did.,2024-02-21 08:51:39
FB3009768,U106603,F1110,Confusing,3,Enjoyed using it — kept me motivated.,2024-08-08 03:17:42
FB3009769,U109736,F1214,UI/UX,4,Very interactive — I was surprised!,2024-07-04 01:41:33
FB3009770,U104449,F1087,Confusing,3,"Really like the design, clean and focused.",2024-09-15 04:17:16
FB3009771,U101592,F1202,Confusing,1,Text was hard to read on mobile.,2024-06-18 15:24:56
FB3009772,U108024,F1133,Suggestion,4,Helped me focus on small goals each day.,2024-06-15 01:52:33
FB3009773,U106594,F1037,Confusing,1,Text was hard to read on mobile.,2024-09-18 17:34:04
FB3009774,U100320,F1288,Suggestion,5,Love the dark mode — saved my eyes!,2024-03-11 16:16:02
FB3009775,U100137,F1090,Suggestion,1,The feature felt a bit clunky and slow.,2024-07-15 23:59:07
FB3009776,U100156,F1295,UI/UX,4,Very interactive — I was surprised!,2024-03-24 16:58:13
FB3009777,U109050,F1104,Bug,5,Would love to see this in more languages.,2024-06-08 20:28:12
FB3009778,U108007,F1068,Suggestion,5,Love the dark mode — saved my eyes!,2024-10-26 16:37:25
FB3009779,U106280,F1243,UI/UX,1,Didn’t understand what I was supposed to do.,2024-08-16 09:21:13
FB3009780,U101260,F1109,Positive,3,Enjoyed using it — kept me motivated.,2024-07-05 05:59:45
FB3009781,U105031,F1270,Confusing,3,"Really like the design, clean and focused.",2024-01-15 11:19:20
FB3009782,U101342,F1264,Positive,4,Micro animations made it feel alive.,2024-06-01 03:56:07
FB3009783,U107648,F1077,Suggestion,1,Text was hard to read on mobile.,2024-06-26 00:09:00
FB3009784,U105712,F1247,Bug,3,"Really like the design, clean and focused.",2024-06-17 20:28:05
FB3009785,U109754,F1197,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-02-17 16:03:51
FB3009786,U108560,F1249,Bug,4,Animations made it more engaging.,2024-08-11 02:53:39
FB3009787,U104348,F1279,Suggestion,4,Animations made it more engaging.,2024-03-11 08:25:29
FB3009788,U105896,F1030,Suggestion,1,Text was hard to read on mobile.,2024-10-29 08:03:36
FB3009789,U100453,F1195,Confusing,3,Enjoyed using it — kept me motivated.,2024-02-11 05:15:29
FB3009790,U108048,F1027,Bug,1,Too many clicks to get to the content.,2024-09-07 06:38:57
FB3009791,U105728,F1223,Suggestion,3,Enjoyed using it — kept me motivated.,2024-07-31 22:30:03
FB3009792,U107190,F1119,Positive,4,Very interactive — I was surprised!,2024-11-06 20:19:54
FB3009793,U103310,F1147,UI/UX,5,Super helpful and intuitive — great job.,2024-10-27 07:10:37
FB3009794,U108816,F1206,Suggestion,4,Micro animations made it feel alive.,2024-02-20 04:58:35
FB3009795,U107295,F1214,UI/UX,5,Super helpful and intuitive — great job.,2024-06-17 20:14:30
FB3009796,U109551,F1168,Suggestion,3,Nice addition. Feels thoughtful.,2024-04-13 07:01:38
FB3009797,U106613,F1290,Confusing,5,Love the dark mode — saved my eyes!,2024-05-27 13:34:54
FB3009798,U105255,F1018,Positive,3,Enjoyed using it — kept me motivated.,2024-01-07 05:51:47
FB3009799,U100000,F1005,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-07-09 19:34:52
FB3009800,U109650,F1131,Positive,5,Love the dark mode — saved my eyes!,2024-10-21 21:08:59
FB3009801,U101121,F1085,Confusing,1,Too many clicks to get to the content.,2024-07-23 00:34:44
FB3009802,U105128,F1028,UI/UX,1,App kept freezing while using this feature.,2024-10-13 18:22:06
FB3009803,U104496,F1246,UI/UX,3,Enjoyed using it — kept me motivated.,2024-05-30 10:39:55
FB3009804,U108965,F1175,Suggestion,3,Enjoyed using it — kept me motivated.,2024-09-11 14:24:39
FB3009805,U100659,F1258,Positive,5,Would love to see this in more languages.,2024-05-22 00:15:00
FB3009806,U105253,F1246,UI/UX,2,Took a while to load but useful once it did.,2024-07-11 15:27:21
FB3009807,U102738,F1136,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-10-19 19:22:26
FB3009808,U102249,F1077,Bug,1,Felt too overwhelming — too much info at once.,2024-02-15 11:49:28
FB3009809,U109546,F1100,UI/UX,2,Took a while to load but useful once it did.,2024-06-17 05:50:51
FB3009810,U106003,F1178,Positive,4,Micro animations made it feel alive.,2024-12-18 11:49:43
FB3009811,U102084,F1071,Suggestion,3,Enjoyed using it — kept me motivated.,2024-05-28 12:50:45
FB3009812,U107600,F1123,Bug,2,Took a while to load but useful once it did.,2024-07-07 01:28:41
FB3009813,U101434,F1133,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-10-31 20:53:33
FB3009814,U107269,F1097,Confusing,1,App kept freezing while using this feature.,2024-05-03 12:49:18
FB3009815,U104559,F1246,UI/UX,5,Would love to see this in more languages.,2024-06-19 16:40:09
FB3009816,U101120,F1171,Suggestion,4,Micro animations made it feel alive.,2024-10-06 00:26:37
FB3009817,U101932,F1157,Confusing,3,"Really like the design, clean and focused.",2024-11-09 02:53:22
FB3009818,U107761,F1021,Confusing,2,Could use better instructions or tooltips.,2024-03-31 05:05:00
FB3009819,U104843,F1173,Bug,1,Too many clicks to get to the content.,2024-07-16 12:29:40
FB3009820,U108679,F1186,Confusing,4,Helped me focus on small goals each day.,2024-02-23 08:47:03
FB3009821,U106300,F1045,Positive,5,Super helpful and intuitive — great job.,2024-06-18 03:24:07
FB3009822,U101093,F1186,Suggestion,5,Would love to see this in more languages.,2024-10-02 19:59:00
FB3009823,U102004,F1098,UI/UX,4,Micro animations made it feel alive.,2024-05-04 20:34:51
FB3009824,U105316,F1119,Confusing,3,Enjoyed using it — kept me motivated.,2024-05-06 16:19:03
FB3009825,U105595,F1074,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-09-19 08:28:26
FB3009826,U106587,F1042,Bug,3,"Really like the design, clean and focused.",2024-08-16 01:27:53
FB3009827,U107282,F1251,UI/UX,2,Could use better instructions or tooltips.,2024-03-02 20:02:30
FB3009828,U107489,F1202,Suggestion,1,Felt too overwhelming — too much info at once.,2024-07-04 07:28:45
FB3009829,U104078,F1179,Positive,5,Super helpful and intuitive — great job.,2024-10-20 02:18:37
FB3009830,U109916,F1068,Bug,1,Too many clicks to get to the content.,2024-08-04 16:31:19
FB3009831,U102589,F1213,Bug,3,Nice addition. Feels thoughtful.,2024-08-20 14:29:35
FB3009832,U100206,F1272,Positive,3,Enjoyed using it — kept me motivated.,2024-01-05 22:29:36
FB3009833,U107290,F1155,Bug,4,Animations made it more engaging.,2024-08-03 02:46:33
FB3009834,U107841,F1224,Suggestion,1,Text was hard to read on mobile.,2024-12-09 09:07:17
FB3009835,U106952,F1207,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-04-16 18:51:35
FB3009836,U108466,F1225,UI/UX,5,Super helpful and intuitive — great job.,2024-10-01 13:10:07
FB3009837,U104882,F1055,UI/UX,3,"Really like the design, clean and focused.",2024-06-25 00:44:06
FB3009838,U109762,F1095,UI/UX,2,Took a while to load but useful once it did.,2024-10-16 08:25:56
FB3009839,U104435,F1178,Positive,2,Could use better instructions or tooltips.,2024-07-07 00:01:13
FB3009840,U108842,F1179,Bug,5,Would love to see this in more languages.,2024-07-04 13:29:50
FB3009841,U100594,F1086,UI/UX,4,Micro animations made it feel alive.,2024-07-18 17:16:53
FB3009842,U108209,F1165,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-12-05 22:11:25
FB3009843,U109298,F1105,Confusing,3,Nice addition. Feels thoughtful.,2024-01-17 21:20:50
FB3009844,U109083,F1001,Suggestion,5,Would love to see this in more languages.,2024-06-22 17:19:42
FB3009845,U102715,F1023,Confusing,3,Enjoyed using it — kept me motivated.,2024-04-21 12:35:22
FB3009846,U108885,F1085,Bug,3,Nice addition. Feels thoughtful.,2024-06-27 20:02:05
FB3009847,U105298,F1048,UI/UX,4,Animations made it more engaging.,2024-02-05 04:35:08
FB3009848,U106622,F1168,Suggestion,1,Text was hard to read on mobile.,2024-10-30 06:57:35
FB3009849,U104771,F1012,Confusing,4,Helped me focus on small goals each day.,2024-05-12 09:09:21
FB3009850,U108384,F1084,UI/UX,3,Enjoyed using it — kept me motivated.,2024-04-25 10:11:47
FB3009851,U101925,F1235,Confusing,5,Loved how easy it was to navigate!,2024-12-14 05:49:58
FB3009852,U106464,F1112,Suggestion,4,Micro animations made it feel alive.,2024-12-15 14:40:45
FB3009853,U109201,F1194,UI/UX,5,Loved how easy it was to navigate!,2024-12-12 19:31:04
FB3009854,U101083,F1010,Positive,1,Too many clicks to get to the content.,2024-12-22 10:08:53
FB3009855,U101476,F1244,Positive,2,Could use better instructions or tooltips.,2024-08-03 05:03:09
FB3009856,U102598,F1095,Suggestion,4,Animations made it more engaging.,2024-06-01 23:16:58
FB3009857,U101413,F1186,UI/UX,3,Nice addition. Feels thoughtful.,2024-09-01 07:29:49
FB3009858,U108113,F1076,Positive,2,Took a while to load but useful once it did.,2024-02-11 04:22:02
FB3009859,U107463,F1255,Positive,3,"Really like the design, clean and focused.",2024-04-21 19:15:32
FB3009860,U106637,F1242,UI/UX,5,Would love to see this in more languages.,2024-07-18 08:29:24
FB3009861,U106374,F1284,UI/UX,5,Love the dark mode — saved my eyes!,2024-08-08 15:50:27
FB3009862,U108692,F1074,Positive,3,"Really like the design, clean and focused.",2024-10-02 22:38:37
FB3009863,U102975,F1087,Positive,4,Animations made it more engaging.,2024-07-24 12:21:19
FB3009864,U106089,F1096,Positive,5,Super helpful and intuitive — great job.,2024-04-20 13:44:24
FB3009865,U108920,F1196,Confusing,2,Took a while to load but useful once it did.,2024-12-10 17:43:55
FB3009866,U100800,F1219,UI/UX,5,Loved how easy it was to navigate!,2024-08-02 09:41:01
FB3009867,U106131,F1216,Bug,5,Super helpful and intuitive — great job.,2024-01-22 11:57:20
FB3009868,U101718,F1098,Suggestion,1,Text was hard to read on mobile.,2024-06-15 05:24:45
FB3009869,U100635,F1216,Bug,3,"Really like the design, clean and focused.",2024-09-17 07:17:27
FB3009870,U105728,F1159,Bug,5,Love the dark mode — saved my eyes!,2024-12-24 16:48:30
FB3009871,U108256,F1137,UI/UX,5,Would love to see this in more languages.,2024-06-22 00:52:10
FB3009872,U105153,F1080,Positive,1,Felt too overwhelming — too much info at once.,2024-03-02 17:24:25
FB3009873,U107276,F1056,Bug,3,"Really like the design, clean and focused.",2024-05-01 00:32:38
FB3009874,U104748,F1075,Bug,3,Nice addition. Feels thoughtful.,2024-02-25 06:11:20
FB3009875,U105834,F1216,UI/UX,2,Took a while to load but useful once it did.,2024-11-12 02:31:26
FB3009876,U102554,F1225,Positive,1,Too many clicks to get to the content.,2024-04-13 19:39:50
FB3009877,U101013,F1017,Positive,4,Very interactive — I was surprised!,2024-11-20 07:33:31
FB3009878,U101018,F1028,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-12-25 05:24:59
FB3009879,U105840,F1000,Suggestion,4,Animations made it more engaging.,2024-08-13 22:36:23
FB3009880,U108834,F1260,Suggestion,4,Micro animations made it feel alive.,2024-06-07 22:30:22
FB3009881,U109689,F1064,Bug,3,Nice addition. Feels thoughtful.,2024-11-18 12:29:29
FB3009882,U109758,F1016,Positive,4,Very interactive — I was surprised!,2024-07-02 17:50:16
FB3009883,U101048,F1288,UI/UX,5,Would love to see this in more languages.,2024-07-27 09:12:20
FB3009884,U101041,F1006,Positive,1,The feature felt a bit clunky and slow.,2024-08-04 16:48:15
FB3009885,U101783,F1248,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-05-06 23:16:40
FB3009886,U106721,F1274,Confusing,5,Loved how easy it was to navigate!,2024-02-05 03:50:53
FB3009887,U102933,F1289,UI/UX,3,"Really like the design, clean and focused.",2024-02-06 10:27:22
FB3009888,U104638,F1251,Positive,3,Enjoyed using it — kept me motivated.,2024-07-20 23:20:15
FB3009889,U105045,F1043,UI/UX,2,Could use better instructions or tooltips.,2024-03-18 20:18:41
FB3009890,U109812,F1022,UI/UX,4,Animations made it more engaging.,2024-05-28 04:08:22
FB3009891,U106041,F1242,Bug,4,Helped me focus on small goals each day.,2024-07-03 03:10:26
FB3009892,U101144,F1053,UI/UX,5,Loved how easy it was to navigate!,2024-12-28 13:18:19
FB3009893,U103396,F1083,Confusing,4,Helped me focus on small goals each day.,2024-02-11 05:56:28
FB3009894,U109993,F1070,Suggestion,5,Loved how easy it was to navigate!,2024-04-01 17:31:39
FB3009895,U104648,F1045,UI/UX,3,Nice addition. Feels thoughtful.,2024-07-04 03:50:06
FB3009896,U101793,F1291,UI/UX,1,Felt too overwhelming — too much info at once.,2024-07-25 15:53:11
FB3009897,U109770,F1072,Suggestion,4,Animations made it more engaging.,2024-03-09 20:46:41
FB3009898,U105211,F1249,UI/UX,5,Love the dark mode — saved my eyes!,2024-11-16 08:44:41
FB3009899,U107663,F1299,Positive,3,Enjoyed using it — kept me motivated.,2024-05-31 15:14:21
FB3009900,U108434,F1124,Positive,1,App kept freezing while using this feature.,2024-08-03 16:05:50
FB3009901,U104364,F1093,Bug,4,Animations made it more engaging.,2024-07-18 02:36:34
FB3009902,U105475,F1254,Positive,1,App kept freezing while using this feature.,2024-04-13 14:01:36
FB3009903,U106688,F1292,Positive,3,Enjoyed using it — kept me motivated.,2024-09-13 13:46:35
FB3009904,U109254,F1156,UI/UX,1,Felt too overwhelming — too much info at once.,2024-02-04 00:46:38
FB3009905,U107463,F1195,UI/UX,3,"Really like the design, clean and focused.",2024-03-11 07:27:09
FB3009906,U104566,F1105,Suggestion,4,Micro animations made it feel alive.,2024-06-19 09:41:35
FB3009907,U106908,F1104,Suggestion,4,Animations made it more engaging.,2024-02-14 15:41:44
FB3009908,U108690,F1026,Positive,1,Didn’t understand what I was supposed to do.,2024-08-27 05:14:53
FB3009909,U106747,F1204,Confusing,5,Would love to see this in more languages.,2024-02-18 12:50:25
FB3009910,U104751,F1020,Bug,5,Love the dark mode — saved my eyes!,2024-01-18 06:42:19
FB3009911,U105205,F1276,Positive,3,Enjoyed using it — kept me motivated.,2024-02-04 15:51:47
FB3009912,U102088,F1146,Confusing,4,Helped me focus on small goals each day.,2024-06-11 07:32:37
FB3009913,U105237,F1193,Suggestion,5,Love the dark mode — saved my eyes!,2024-02-25 20:46:26
FB3009914,U109092,F1025,Confusing,3,Enjoyed using it — kept me motivated.,2024-11-09 21:23:50
FB3009915,U106459,F1019,Bug,3,"Really like the design, clean and focused.",2024-05-16 18:27:10
FB3009916,U105099,F1220,Suggestion,1,Text was hard to read on mobile.,2024-10-08 11:59:46
FB3009917,U103439,F1077,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-04-18 12:17:41
FB3009918,U102380,F1159,Confusing,3,"Really like the design, clean and focused.",2024-09-05 00:48:02
FB3009919,U108511,F1243,Confusing,4,Very interactive — I was surprised!,2024-08-24 21:45:46
FB3009920,U109979,F1052,Confusing,1,Didn’t understand what I was supposed to do.,2024-01-23 13:30:38
FB3009921,U102792,F1126,UI/UX,4,Animations made it more engaging.,2024-08-07 15:27:59
FB3009922,U105265,F1237,Suggestion,4,Animations made it more engaging.,2024-12-05 04:20:38
FB3009923,U108806,F1085,Suggestion,5,Love the dark mode — saved my eyes!,2024-07-06 22:15:50
FB3009924,U100187,F1078,Suggestion,1,Didn’t understand what I was supposed to do.,2024-09-28 06:14:15
FB3009925,U107175,F1071,Positive,1,App kept freezing while using this feature.,2024-08-08 05:23:44
FB3009926,U101483,F1056,UI/UX,5,Love the dark mode — saved my eyes!,2024-01-16 14:42:11
FB3009927,U102881,F1029,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-11-02 20:19:07
FB3009928,U100039,F1145,Positive,5,Loved how easy it was to navigate!,2024-04-29 12:16:35
FB3009929,U108657,F1195,Positive,4,Helped me focus on small goals each day.,2024-10-14 18:38:01
FB3009930,U102476,F1003,Bug,2,Took a while to load but useful once it did.,2024-07-10 12:22:58
FB3009931,U109697,F1195,Confusing,1,Didn’t understand what I was supposed to do.,2024-12-09 20:52:17
FB3009932,U107948,F1149,Positive,4,Very interactive — I was surprised!,2024-06-22 20:30:00
FB3009933,U102093,F1243,Bug,2,Took a while to load but useful once it did.,2024-07-19 00:24:15
FB3009934,U107386,F1010,Confusing,2,Took a while to load but useful once it did.,2024-07-16 08:58:10
FB3009935,U104219,F1240,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-09-14 13:13:30
FB3009936,U102300,F1220,Suggestion,3,Nice addition. Feels thoughtful.,2024-02-13 16:04:03
FB3009937,U105336,F1118,UI/UX,3,Nice addition. Feels thoughtful.,2024-06-03 15:07:32
FB3009938,U102706,F1217,Bug,5,Loved how easy it was to navigate!,2024-08-23 09:54:12
FB3009939,U102639,F1217,Suggestion,4,Very interactive — I was surprised!,2024-05-20 19:08:18
FB3009940,U109022,F1130,Bug,2,Could use better instructions or tooltips.,2024-08-09 15:38:55
FB3009941,U100916,F1209,Positive,3,"Really like the design, clean and focused.",2024-03-22 14:30:21
FB3009942,U107243,F1175,UI/UX,5,Love the dark mode — saved my eyes!,2024-10-08 22:04:08
FB3009943,U108312,F1176,Suggestion,4,Micro animations made it feel alive.,2024-07-20 10:23:00
FB3009944,U105699,F1220,Suggestion,1,The feature felt a bit clunky and slow.,2024-08-07 21:16:42
FB3009945,U104139,F1229,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-03-01 12:46:44
FB3009946,U104332,F1277,Confusing,4,Very interactive — I was surprised!,2024-02-24 14:43:45
FB3009947,U109501,F1112,Bug,2,Took a while to load but useful once it did.,2024-04-12 22:53:03
FB3009948,U103733,F1080,Positive,4,Helped me focus on small goals each day.,2024-05-17 00:47:46
FB3009949,U100538,F1168,UI/UX,5,Loved how easy it was to navigate!,2024-07-12 23:16:40
FB3009950,U108067,F1069,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-10-05 10:29:41
FB3009951,U100957,F1183,Bug,4,Helped me focus on small goals each day.,2024-03-06 07:02:04
FB3009952,U109783,F1062,UI/UX,2,Took a while to load but useful once it did.,2024-08-14 03:50:03
FB3009953,U104929,F1074,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-07-08 19:01:14
FB3009954,U101497,F1213,Confusing,3,"Really like the design, clean and focused.",2024-02-26 13:29:15
FB3009955,U105224,F1241,UI/UX,4,Micro animations made it feel alive.,2024-09-28 03:26:59
FB3009956,U102718,F1041,Positive,5,Love the dark mode — saved my eyes!,2024-03-03 06:12:06
FB3009957,U104932,F1254,Confusing,4,Micro animations made it feel alive.,2024-08-22 19:03:47
FB3009958,U102466,F1276,Positive,2,Could use better instructions or tooltips.,2024-11-20 08:04:19
FB3009959,U106499,F1126,Positive,2,Took a while to load but useful once it did.,2024-11-17 22:19:27
FB3009960,U109641,F1005,Confusing,2,Could use better instructions or tooltips.,2024-02-25 15:58:48
FB3009961,U100999,F1179,Positive,1,Didn’t understand what I was supposed to do.,2024-04-30 22:43:19
FB3009962,U106669,F1016,Positive,2,Could use better instructions or tooltips.,2024-04-07 08:02:58
FB3009963,U106246,F1229,Bug,3,Enjoyed using it — kept me motivated.,2024-06-23 03:02:34
FB3009964,U109771,F1209,Bug,2,Could use better instructions or tooltips.,2024-03-15 05:55:35
FB3009965,U105574,F1119,Confusing,4,Helped me focus on small goals each day.,2024-01-12 21:14:55
FB3009966,U106962,F1224,Suggestion,3,Enjoyed using it — kept me motivated.,2024-04-16 02:42:21
FB3009967,U107770,F1030,Confusing,5,Super helpful and intuitive — great job.,2024-05-19 16:44:06
FB3009968,U107274,F1053,Confusing,3,Enjoyed using it — kept me motivated.,2024-02-19 14:12:02
FB3009969,U103206,F1040,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-06-17 09:04:15
FB3009970,U109896,F1235,Positive,1,Felt too overwhelming — too much info at once.,2024-02-23 21:41:25
FB3009971,U109926,F1173,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-01-03 11:06:18
FB3009972,U108730,F1072,Positive,3,Enjoyed using it — kept me motivated.,2024-10-11 05:33:00
FB3009973,U101683,F1102,Positive,1,Felt too overwhelming — too much info at once.,2024-06-04 19:27:36
FB3009974,U106330,F1081,Confusing,1,Text was hard to read on mobile.,2024-08-13 14:43:31
FB3009975,U109007,F1133,UI/UX,2,Took a while to load but useful once it did.,2024-11-16 18:33:19
FB3009976,U106237,F1253,Confusing,3,"Really like the design, clean and focused.",2024-10-17 21:09:21
FB3009977,U107887,F1078,UI/UX,4,Animations made it more engaging.,2024-09-25 04:06:05
FB3009978,U103046,F1024,Bug,5,Would love to see this in more languages.,2024-04-25 14:07:26
FB3009979,U103033,F1196,Bug,1,The feature felt a bit clunky and slow.,2024-12-14 12:38:10
FB3009980,U105203,F1223,UI/UX,5,Would love to see this in more languages.,2024-11-01 00:00:55
FB3009981,U101731,F1272,Suggestion,4,Animations made it more engaging.,2024-10-20 22:25:27
FB3009982,U107747,F1181,UI/UX,4,Micro animations made it feel alive.,2024-04-24 19:46:49
FB3009983,U100297,F1289,Bug,3,Nice addition. Feels thoughtful.,2024-08-30 18:13:07
FB3009984,U100494,F1202,Bug,2,Could use better instructions or tooltips.,2024-06-05 19:06:41
FB3009985,U104165,F1253,UI/UX,5,Love the dark mode — saved my eyes!,2024-02-23 10:43:15
FB3009986,U101523,F1155,UI/UX,5,Loved how easy it was to navigate!,2024-01-31 02:47:29
FB3009987,U100239,F1112,UI/UX,3,"Really like the design, clean and focused.",2024-02-10 01:01:09
FB3009988,U100048,F1106,Suggestion,5,Love the dark mode — saved my eyes!,2024-01-04 15:49:37
FB3009989,U109257,F1046,Suggestion,3,"Really like the design, clean and focused.",2024-07-16 02:01:10
FB3009990,U106411,F1194,Suggestion,1,Text was hard to read on mobile.,2024-04-07 09:29:00
FB3009991,U105291,F1183,Suggestion,1,Too many clicks to get to the content.,2024-01-09 19:18:26
FB3009992,U102601,F1076,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-12-18 14:26:39
FB3009993,U101994,F1151,Bug,5,Love the dark mode — saved my eyes!,2024-02-22 21:52:57
FB3009994,U100377,F1134,Bug,3,Nice addition. Feels thoughtful.,2024-07-29 23:11:26
FB3009995,U108897,F1187,Positive,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-10-19 04:21:29
FB3009996,U105647,F1004,Suggestion,1,The feature felt a bit clunky and slow.,2024-04-11 03:10:06
FB3009997,U104496,F1130,Positive,4,Very interactive — I was surprised!,2024-09-24 14:43:07
FB3009998,U101402,F1291,Positive,5,Super helpful and intuitive — great job.,2024-11-08 19:00:18
FB3009999,U102688,F1043,Bug,4,Animations made it more engaging.,2024-02-11 00:19:42
FB3010000,U109109,F1149,UI/UX,4,Animations made it more engaging.,2024-08-13 12:38:31
FB3010001,U100255,F1074,Suggestion,3,"Really like the design, clean and focused.",2024-09-17 12:32:27
FB3010002,U106258,F1248,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-12-25 02:22:00
FB3010003,U106064,F1133,Confusing,4,Very interactive — I was surprised!,2024-10-02 22:04:34
FB3010004,U107284,F1050,UI/UX,4,Animations made it more engaging.,2024-01-26 23:25:05
FB3010005,U106804,F1203,Suggestion,5,Loved how easy it was to navigate!,2024-08-10 19:21:25
FB3010006,U104575,F1188,Bug,2,Could use better instructions or tooltips.,2024-03-31 02:41:22
FB3010007,U106028,F1226,UI/UX,3,Nice addition. Feels thoughtful.,2024-03-17 01:27:39
FB3010008,U108704,F1135,Suggestion,1,Text was hard to read on mobile.,2024-09-28 08:23:15
FB3010009,U107345,F1052,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-10-07 00:21:42
FB3010010,U100620,F1132,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-07-04 09:42:34
FB3010011,U107693,F1175,Suggestion,5,Would love to see this in more languages.,2024-10-19 22:07:57
FB3010012,U105940,F1112,UI/UX,3,"Really like the design, clean and focused.",2024-08-24 11:16:59
FB3010013,U100532,F1016,Positive,4,Helped me focus on small goals each day.,2024-11-11 14:35:10
FB3010014,U104417,F1284,Bug,2,Took a while to load but useful once it did.,2024-01-05 14:39:59
FB3010015,U103551,F1078,UI/UX,3,Nice addition. Feels thoughtful.,2024-11-04 09:20:08
FB3010016,U105195,F1294,Positive,1,Felt too overwhelming — too much info at once.,2024-10-24 14:26:56
FB3010017,U102652,F1192,Bug,2,Took a while to load but useful once it did.,2024-08-30 20:45:21
FB3010018,U102111,F1166,UI/UX,2,Could use better instructions or tooltips.,2024-08-29 01:54:34
FB3010019,U104424,F1198,Suggestion,5,Super helpful and intuitive — great job.,2024-12-26 03:06:45
FB3010020,U106619,F1118,Positive,4,Micro animations made it feel alive.,2024-09-09 02:00:17
FB3010021,U101029,F1149,Bug,5,Love the dark mode — saved my eyes!,2024-04-14 00:09:19
FB3010022,U109901,F1179,Confusing,2,Took a while to load but useful once it did.,2024-02-14 20:28:38
FB3010023,U104817,F1047,UI/UX,3,Enjoyed using it — kept me motivated.,2024-02-17 06:09:33
FB3010024,U104084,F1204,Bug,3,Nice addition. Feels thoughtful.,2024-02-27 12:32:37
FB3010025,U102803,F1090,Confusing,3,Enjoyed using it — kept me motivated.,2024-11-12 01:36:45
FB3010026,U109499,F1120,Positive,3,"Really like the design, clean and focused.",2024-07-17 05:35:55
FB3010027,U101798,F1202,UI/UX,1,App kept freezing while using this feature.,2024-07-09 09:54:23
FB3010028,U108506,F1210,Positive,1,The feature felt a bit clunky and slow.,2024-10-14 23:55:47
FB3010029,U106897,F1048,Suggestion,5,Love the dark mode — saved my eyes!,2024-02-24 20:21:18
FB3010030,U104916,F1183,Positive,4,Very interactive — I was surprised!,2024-12-12 03:40:14
FB3010031,U108607,F1061,Suggestion,4,Very interactive — I was surprised!,2024-11-10 04:12:24
FB3010032,U102433,F1123,Bug,3,"Really like the design, clean and focused.",2024-06-25 16:05:49
FB3010033,U103301,F1149,UI/UX,4,Micro animations made it feel alive.,2024-02-16 14:44:50
FB3010034,U103629,F1279,Positive,4,Helped me focus on small goals each day.,2024-07-22 17:48:10
FB3010035,U108839,F1082,Suggestion,3,Nice addition. Feels thoughtful.,2024-02-08 17:52:15
FB3010036,U106354,F1218,Suggestion,3,Nice addition. Feels thoughtful.,2024-06-15 02:02:53
FB3010037,U105965,F1272,Bug,3,Enjoyed using it — kept me motivated.,2024-02-02 03:22:56
FB3010038,U100787,F1028,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-03-06 03:40:46
FB3010039,U102098,F1021,Positive,2,Could use better instructions or tooltips.,2024-12-07 19:15:04
